sample_id	level	correlation
CI301-5415	transcript	0.5711047167183548
BH131-4003	transcript	0.5288565431901462
CG171-1108	transcript	0.5240836605090848
BJ191-1108	transcript	0.4969310151251497
BB201-4023	transcript	0.5365067176394204
CI291-5415	transcript	0.6119774206994253
AL121-1053	transcript	0.6503716875479317
BD201-0087	transcript	0.6307306071944118
CC241-1470	transcript	0.5381525933972593
AJ231-0087	transcript	0.6228191950226432
CC241-4002	transcript	0.5593131688470159
BC181-1236	transcript	0.5599838105255404
CF011-1108	transcript	0.5999431730416247
CB281-3082	transcript	0.5139226517359669
AK091-1710	transcript	0.6145298861008596
BC181-3082	transcript	0.6146232833901253
CC241-3082	transcript	0.5536188297480862
BG091-0160	transcript	0.5825484952620178
CB271-0087	transcript	0.5450170688692435
BJ141-0087	transcript	0.5566775516067284
CJ151-6145	transcript	0.536399562742297
BK281-4018	transcript	0.5574412083278165
CF242-0087	transcript	0.5866798384591727
BK071-4149	transcript	0.5238744094582936
CI231-0160	transcript	0.5560779486952834
CF242-2099	transcript	0.5547542448741043
AK091-4002	transcript	0.5321227869148426
CG091-0262	transcript	0.559169911825563
BK281-0087	transcript	0.5655417722232636
AJ142-1053	transcript	0.5435702487453468
AJ221-4149	transcript	0.5378782162299193
CB271-1584	transcript	0.5063959678802569
BE161-1710	transcript	0.5410225786510441
AJ221-1584	transcript	0.5583789641678818
AK221-2099	transcript	0.6199296692398917
CC311-4019	transcript	0.5675513728006406
AK231-1710	transcript	0.6093222872515747
BA041-1236	transcript	0.6120566320374842
AK092-1053	transcript	0.6540819530444327
AJ221-1710	transcript	0.5488081499290878
CC241-1601	transcript	0.5064038926908745
BL021-0378	transcript	0.5411751368828436
BC181-0087	transcript	0.596122987612578
BI071-1856	transcript	0.5893310379855018
CG041-4018	transcript	0.5690477324316313
BE141-1856	transcript	0.5160573837819268
CC241-4018	transcript	0.5515387821715683
CC311-5032	transcript	0.5450044030550595
CG071-6145	transcript	0.4892091260815648
CC241-6235	transcript	0.5165517719768447
BL221-0262	transcript	0.4695415624532255
CC241-1710	transcript	0.4909854913591924
BA232-1856	transcript	0.6204067113761118
BC041-0262	transcript	0.5471793866547155
CD021-4003	transcript	0.5603741036324051
CJ092-6246	transcript	0.5459566286277484
CC131-3082	transcript	0.5714032904888934
AK221-0160	transcript	0.6020541770848312
CD021-4002	transcript	0.5709867028046519
BA082-0160	transcript	0.6296480843957579
CI201-5415	transcript	0.5430316619803282
CK031-5415	transcript	0.570920430169281
CG041-5156	transcript	0.4960606160859195
AK231-5032	transcript	0.5277381761300369
BA191-2099	transcript	0.593500570178863
CB151-1236	transcript	0.520614715567517
CC311-1470	transcript	0.5912017956258377
BA131-2099	transcript	0.5342268600298574
CC311-1601	transcript	0.5644409047702887
AK111-1236	transcript	0.6213494503437414
AJ231-1236	transcript	0.6088648694477611
BL261-0262	transcript	0.5579441866545247
CI222-5415	transcript	0.5795305813007628
AJ221-4155	transcript	0.5589587298445201
BL021-2099	transcript	0.472987532211284
CC311-5156	transcript	0.5402589897501201
CC201-3170	transcript	0.5214413392851488
CJ092-5415	transcript	0.5843808493870053
BB201-1710	transcript	0.5209287718858163
CF242-0378	transcript	0.5006932596938604
